,type,date,review,rating,geo,geo_2,coordinate,lon,lat,year
20173,indeed,2013-10-21,Bonne coordination de travail en équipe Bonne entente et bon travail d'équipe. Travail instructif.,4.0,dax,dax,"[1.746158, 43.412631]",1.746158,43.412631,2013
20174,indeed,2013-10-16,travail varié Prendre connaissance des courriers venant de plusieurs entreprises qui demandaient des plans sur la position des câbles électriques avant d'entamer leurs travaux,5.0,"Caen, 99",caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2013
20175,indeed,2013-10-10,Environnement de travail agréable Prise en charge des demandes de dépannages,5.0,rennes,rennes,"[-1.68365, 48.110899]",-1.68365,48.110899,2013
20176,indeed,2013-10-03,culture de l'entreprise riche et travail intéressant Travail riche et varié,5.0,Nantes,nantes,"[-1.555335, 47.239367]",-1.555335,47.239367,2013
20177,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
20179,indeed,2013-09-19,bien etre au travail efficacite et resultat,5.0,"Tours, A3",toursa,"[2.564475, 44.944333]",2.564475,44.944333,2013
20183,indeed,2013-07-31,"Bonne ambiance de travail Lors de mon arrivée au bureau je salue tout les membres de mon service, ensuite je continu des recherches pour avancer sur le projet sur lequel je travail. Il y'a des pauses cafés de temps en temps et à la pause de midi on se réunit avec les autres jeunes dans une salle pour prendre notre repas dans une ambiance conviviale. De la fin de ma pause jusqu'à la fin de la journée je continu à travailler sur mon projet et je rends compte de l'état d'avancement à mon maitre de stage si je réussi quelque chose de nouveaux.",3.0,"Caen, 99",caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2013
20184,indeed,2013-07-23,"ERDF Électricité Réseau Distribution France (ERDF) est une société anonyme à conseil de surveillance et directoire, filiale à 100 % d'EDF chargée de la gestion de 95 % du réseau de distribution d'électricité en France. Elle ne doit pas être confondue avec RTE qui est le gestionnaire du réseau de transport d'électricité en haute tension supérieure à 50 kV (HTB).",5.0,MONTPELLIER,montpellier,"[3.87048, 43.610476]",3.87048,43.610476,2013
20189,indeed,2013-03-19,"environnement de travail agréable la connaissance de notre journée de travail, le matin répartition du courrier dans les services concernés. L'ouverture des enveloppes à l'aide d'une ouvreuse. La mise sous plis et l'affrachissement. En paralléle, le prise en charge du standard, et la reprographie de certains services, ainsi que le sav.",4.0,arras,arras,"[2.768267, 50.287896]",2.768267,50.287896,2013
20191,indeed,2013-02-27,"Environnement de travail agréable -La journée au service scan débute par le tri du courrier et la constitution de lots, avec une très bonne ambiance, ensuite les lots sont scannés par 2 personnes.",5.0,Arras,arras,"[2.768267, 50.287896]",2.768267,50.287896,2013
20194,indeed,2012-12-30,CHARGE D'ETUDE Validation de dossiers techniques.,5.0,lyon,lyon,"[4.835, 45.758]",4.835,45.758,2012
20195,indeed,2012-12-06,Service acheminement ERDF 35 heures/semaine avec des horaires très convenables permettant d'allier vie professionnelle et familiale (notamment lorsque vous avez des enfants en bas-âge).,4.0,Caen,caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2012
20197,indeed,2012-11-04,"Environnement de travail agreable Ambiance de travail agréable, bonne opportunité d évolution.",5.0,paris,paris,"[2.347, 48.859]",2.347,48.859,2012
20198,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
20199,indeed,2012-10-17,"Un poste très riche Mon poste au sein d'ERDF- GrDF était très riche et m'a permis de travailler sur divers dossiers dans le domaine de la formation : élaboration et gestion de plans de formation, gestion de la formation des apprentis, gestion des CIF, DIF, ...",4.0,Orvault,orvault,"[-1.86835, 47.625765]",-1.86835,47.625765,2012
20201,indeed,2012-10-04,"Travvail intéressant, bonne ambiance Travail varié dans une bonne ambiance",5.0,Béziers,bziers,"[2.504717, 42.639086]",2.504717,42.639086,2012
20202,indeed,2012-10-01,Journée de travail Journées de travail denses et variées qui nécessitent à la fois de pouvoir travailler en toute autonomie et en équipe. Travail qui demande d'avoir des connaissances avancées du logiciel Excel ainsi que des connaissances juridiques.,5.0,Nantes,nantes,"[-1.555335, 47.239367]",-1.555335,47.239367,2012
20203,indeed,2012-09-27,"ambiance et conditions de travail agréables excellente piste pour les profils techniques (ingénieurs, monteurs par exemple) mais pas d'ouverture de postes supports",4.0,Poitiers,poitiers,"[0.356849, 46.586616]",0.356849,46.586616,2012
20204,indeed,2012-08-17,Environnement trés agréable sans préssion Tres bonne expérience;,5.0,thionville,thionville,"[6.150553, 49.370617]",6.150553,49.370617,2012
20205,indeed,2012-08-02,ENVIRONNEMENT DE TRAVAIL AGREABLE BONNE AMBIANCE,4.0,RENNES,rennes,"[-1.68365, 48.110899]",-1.68365,48.110899,2012
20206,indeed,2012-07-02,Travail d'équipe Travail et équipe très agréable ! Tri et distribution du courrier dans les divers services. Saisie des contrats producteur...,5.0,Lille,lille,"[3.045433, 50.630992]",3.045433,50.630992,2012
21257,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21258,indeed,2023-06-07,"Lieu de travail adapté et poste challengeant En contrat d’alternance durant 2 ans, j’ai eu l’opportunité de gerer des projets de l’analyse des besoins de chaque client à la livraison finale du projet.",4.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2023
21261,indeed,2023-05-23,"Entreprise conseillée L'entreprise a un bon fonctionnement et une bonne ambiance de travail. Les managers sont à l'écoute et l'évolution professionnelle n'est pas impossible, au contraire elle est valorisée.",4.0,Montpellier (34),montpellier,"[3.87048, 43.610476]",3.87048,43.610476,2023
21262,indeed,2023-05-14,"Très bonne entreprise où l'on est choyée RAS, grande entreprise mais ambiance familiale. Très à l'écoute pour concilier vie perso ET vie pro. Une équipe au top et des possibilités d'évolution tous les 4 ans en moyenne.",5.0,Guyancourt (78),guyancourt,"[2.069679, 48.772925]",2.069679,48.772925,2023
21263,indeed,2023-05-09,Bien Confiance du manager c'est bien.           Habilitation facile à obtenir.                         Bonne esprit d'équipe.                         Je recommande,4.0,Givors (69),givors,"[4.755839, 45.582983]",4.755839,45.582983,2023
21265,indeed,2023-05-02,"Environnement agréable L’entreprise est attractif de part sa notoriété et l’exclusivité du métier proposé, mais malheureusement l’organisation au sein de l’entreprise est très limité dans le sens ou une personne dynamique fini frustrée de part l’organisation de l’entreprise qui à tendance à ne pas être compétitive et dans l’air du temps.",3.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2023
21266,indeed,2023-05-02,"belle expérience cdi intérimaire de 3 ans, une super ambiance et un travail très intéressant et formateur .",4.0,Bayonne (64),bayonne,"[-1.466564, 43.488544]",-1.466564,43.488544,2023
21267,indeed,2023-04-26,"Manque d'autonomie Aucune possibilité d'avoir de l’autonomie  malgré un métier de chargé d'affaires, tout les faits et geste sont soumis à des tableaux excel pour répondre à des indicateurs (complétude vert ou rouge) aucun sens ...",2.0,Reims (51),reims,"[4.055595, 49.250948]",4.055595,49.250948,2023
21269,indeed,2023-04-21,"Avis global Enedis Aquitaine Nord Service avec un turn over interimaire énorme, recruté en permanence pour palier le manque d effectif, sans espoir de recrutement définitif, c'est un réel choix stratégique depuis des années: main d'oeuvre à bas coût !",2.0,Mérignac (33),mrignac,"[-0.354007, 45.831455]",-0.354007,45.831455,2023
21270,indeed,2023-04-19,Bonne expérience Bonne expérience passé au sein de cette entreprise. Une culture bienveillante et de réelles opportunités d'évolution. Discussion ouverte et transparente avec la direction.,4.0,Paris 12e (75),parise,"[1.291913, 43.176055]",1.291913,43.176055,2023
21271,indeed,2023-04-14,Environnement très agréable Equipes à l’écoute et toujours disponibles pour former et monter en compétence.,5.0,Vienne (38),vienne,"[1.125303, 45.802269]",1.125303,45.802269,2023
21274,indeed,2023-04-11,soit tu et un mouton soit tu bouge Dommage pour Enedis mon expérience c’est terminé très mal ! En soit le poste et super le travail aussi mtn niveau relationnel et professionnalisme tout et à revoir en particulier pour Julien hosdey ARE responsable qui vous montre une image du chef super mielleux et pédagogue lol en début de mission et par la suite une autre image qui joue selon c’est humeurs et c’est tête ! Dommage ! Si vous êtes avez du caractère et que vous ne vous laissez pas faire sa devient une personne avec un ego surdimensionner et très fière et ducoup le chef pédagogue et mielleux du début disparaît :),1.0,Valenciennes (59),valenciennes,"[3.510438, 50.358552]",3.510438,50.358552,2023
21275,indeed,2023-04-10,Excellente entreprise Excellente entreprise pour apprendre et développer ses compétence. Environnement de travail sain.,5.0,Paris,paris,"[2.347, 48.859]",2.347,48.859,2023
21276,indeed,2023-04-08,Bonne experience Bonne ambiance de travail mais fait appel régulièrement a des contrats courts ou intérimaires,4.0,Brest (29),brest,"[-4.497736, 48.406435]",-4.497736,48.406435,2023
21277,indeed,2023-04-06,"Alternance au top Super alternance, horaires souples, nombreux avantages et mieux payés si on prépare un bac +5 (82% du smic). Aides non négligeables.",4.0,Nice (06),nice,"[7.250987, 43.713012]",7.250987,43.713012,2023
21278,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21280,indeed,2023-03-30,Très bonne expérience professionnelle J'ai effectué mon bachelor RH chez Enedis et cela a été une très bonne expérience. Une entreprise avec de très bonnes valeurs qui veille au bien-être et à la sécurité de ses salariés. Entreprise dans laquelle il est possible d'évoluer et de toucher à beaucoup de missions. Je recommande fortement.,5.0,Poitiers (86),poitiers,"[0.356849, 46.586616]",0.356849,46.586616,2023
21281,indeed,2023-03-29,Ni égalité ni mixité Regrettable mais vécue une expérience au cœur du service public où l'humain n'est respecté que si légitimé en tant que blanc et de sexe masculin. Au sein de la cellule où j'ai pu évoluer certains agents statutaires affichaient clairement leurs positions politiques RN tandis que d'autres proclamaient la promotion canapé. De plus l'intérimaire n'est ni respecté ni valorisė... c'est l'esclavage moderne au service de la précarité.,1.0,Le Cannet (06),lecannet,"[-0.667446, 49.08306]",-0.667446,49.08306,2023
21285,indeed,2023-03-24,Intérim sans avenir dans la fibre + plein de RTT,2.0,Vienne (38),vienne,"[1.125303, 45.802269]",1.125303,45.802269,2023
21286,indeed,2023-03-20,"Une entreprise de service public Actuellement en poste chez ENEDIS, service AIS, je recommande à tous jeunes voulant faire carrière dans l’énergie de postuler chez nous. Les possibilités qu’offre l’entreprise pour la carrière de ses salariés est immense. Des métiers très intéressants et variés pour les curieux.",5.0,Bourges,bourges,"[1.861995, 42.962794]",1.861995,42.962794,2023
21287,indeed,2023-03-20,Super entreprise En contrat d'intérim pour 18 mois. SUPER EXPÉRIENCE.,5.0,Brest (29),brest,"[-4.497736, 48.406435]",-4.497736,48.406435,2023
21288,indeed,2023-03-18,Très bonne entreprise J'ai effectuée deux missions d'intérim dans 2 services différents et ce fut ma meilleure expérience professionnelle.beaucoup de bienveillance et on est très vite intégrées dans l'équipe,5.0,Lyon (69),lyon,"[4.835, 45.758]",4.835,45.758,2023
21290,indeed,2023-03-10,"Travail agréable Travail agréable, pas d'embauche au bout de 3 ans en intérim, dommage qu'ils ne reconnaissent pas les talents auprès des intérimaires",4.0,Marseille (13),marseille,"[5.405, 43.282]",5.405,43.282,2023
21291,indeed,2023-03-03,agréable Travail de stage première expérience pour le stage d'ingénieur première année dans un contexte particulier post covid. Le travail était agréable bien qu'un peu répétitif.,5.0,Paris 13e (75),parise,"[1.291913, 43.176055]",1.291913,43.176055,2023
21292,indeed,2023-03-03,Chef d'équipe à nantes Très bonne ambiance.                                                                                               Vraiment je recommande cette entreprise,5.0,Nantes (44),nantes,"[-1.555335, 47.239367]",-1.555335,47.239367,2023
21293,indeed,2023-03-01,"Travail intéressant Une responsable de pôle bienveillante, à l’écoute de ses agents au détriment d’une manager arriviste, acariâtre, volubile avec un seul crédo…Diviser pour mieux régner.",2.0,Narbonne,narbonne,"[0.649303, 47.31119]",0.649303,47.31119,2023
21294,indeed,2023-02-28,"Superbe expérience avec ENEDIS ! Très satisfait de mon expérience chez Enedis en tant que conseiller clients et fournisseurs. Très bonne ambiance de travail, bienveillance et confiance. On ne peut aller travailler qu'avec envie et plaisir chez Enedis.",5.0,Tarbes (65),tarbes,"[0.065776, 43.239085]",0.065776,43.239085,2023
21295,indeed,2023-02-23,"Bonne ambiance Tres bonne expérience des collaborateurs  à l’écoute. Bonne ambiance de travail, la formation c’est super bien passer le seul  point négatif peu de proposition d’évolution en interne",5.0,Toulouse (31),toulouse,"[1.433805, 43.604082]",1.433805,43.604082,2023
21296,indeed,2023-02-23,Organisation Mal organisée dans la montée en compétences de son personnel.,3.0,Le Mans (72),lemans,"[-2.911163, 48.525144]",-2.911163,48.525144,2023
21299,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21300,indeed,2023-01-16,"Bonne ambiance de travail Une merveilleuse culture d'entreprise. J'ai appris beaucoup, j'apprécie toujours notre patron en ING qui était un leader ouvert. Il était présent, à l'écoute et ayant un vocabulaire correct.",5.0,Tours (37),tours,"[0.69472, 47.395476]",0.69472,47.395476,2023
21301,indeed,2023-01-12,Environnement agréable Très bonne expérience entreprise à l’écoute des salariés,5.0,Lyon (69),lyon,"[4.835, 45.758]",4.835,45.758,2023
21302,indeed,2023-01-12,"Très bonne entreprise Très formateur pour l’alternance, bien-être au travail assuré.",5.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2023
21303,indeed,2023-01-10,Salarié polyvalent En contrat de durée déterminer j'ai passé une bonne expérience niveau travail et ambiance je compte m'engager pour un cdi en espérant évoluer rapidement,5.0,Avignon (84),avignon,"[-1.759717, 48.390709]",-1.759717,48.390709,2023
21304,indeed,2022-12-30,Environnement de travail agréable Bonne ambiance bien aide si l on a besoin bien pour tout les épi et outillages,5.0,Antibes (06),antibes,"[7.103245, 43.582206]",7.103245,43.582206,2022
21305,indeed,2022-12-25,"Salaire très bas Salaire très bas évolution de carrière extrêmement lent à moins d'être un faillot puissance 1000, plus tu es c** et plus tu évolue..",1.0,Cergy (95),cergy,"[2.046317, 49.042161]",2.046317,49.042161,2022
21306,indeed,2022-12-18,Expérience très enrichissante Formation en interne très efficace ce qui est un point non négligeable pour la jeune génération.,5.0,Limoges (87),limoges,"[1.221254, 45.856159]",1.221254,45.856159,2022
21307,indeed,2022-12-17,"Bon accueil, bonne ambiance 8h30-16h30",4.0,Dijon (21),dijon,"[5.034852, 47.331938]",5.034852,47.331938,2022
21308,indeed,2022-12-14,"Très bonne expérience Contrat intérimaire, très bonne expérience professionnel. Bonne ambiance et autonomie.",5.0,Tarbes (65),tarbes,"[0.065776, 43.239085]",0.065776,43.239085,2022
21309,indeed,2022-11-28,Conseillère clientele Au top,5.0,Hyères (83),hyres,"[0.636156, 48.962585]",0.636156,48.962585,2022
21310,indeed,2022-11-27,Bonne entreprise Bonne entreprise avec équilibre vie privée et professionnelle,4.0,Douai (59),douai,"[3.095098, 50.379346]",3.095098,50.379346,2022
21311,indeed,2022-11-14,"Bonne expérience mais sans avenir J’ai passé une excellente année d’alternance chez Enedis, mais aucune possibilité d’embauche à la fin. Ce recrutement "" seulement en interne"" fait perdre en compétence pour les nouveaux chargé de communication",4.0,Lyon (69),lyon,"[4.835, 45.758]",4.835,45.758,2022
21312,indeed,2022-11-10,Globalement positif Très bonne entreprise. Sens de la satisfaction et du service public.,4.0,Montluçon (03),montluon,"[2.856052, 47.687336]",2.856052,47.687336,2022
21313,indeed,2022-11-09,"Ancien technicien Enedis J’ai travaillé chez Enedis pendant 10 ans en tant que technicien clientèle puis technicien d’intervention polyvalent sur Paris. L’ambiance générale du travail entre collègues est plutôt bonne, les conditions de travail aussi par contre le point négatif c’est le salaire pas très attractif et l’évolution de carrière c’est par affinité avec le corps managériale  et non par reconnaissance de votre travail c’est d’ailleurs pour cette raison que j’ai démissionné. En résumé, si vous souhaitez faire carrière et évoluer rapidement allez voir d’autres entreprises plutôt qu’Enedis.",2.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2022
21314,indeed,2022-11-08,"Responsable Identifié de la Préparation N'étant pas de ce secteur d'activité, expérience en demi-teinte. Enormément de lacunes techniques rendant la compréhension et la logique très compliquée.",1.0,Le Mans (72),lemans,"[-2.911163, 48.525144]",-2.911163,48.525144,2022
21315,indeed,2022-11-02,correct J'ai travaillé sur une mission SQL. L'ambiance était correcte.,3.0,Courbevoie (92),courbevoie,"[2.256986, 48.897998]",2.256986,48.897998,2022
21316,indeed,2022-10-23,Avis en temps qu’intérimaire J’ai fais 2 fois 18 mois avec une période de carence de 4 mois et demi au sein de l’entreprise Enedis. Soit 3 ans et demi environ.   Vu que je suis titulaire d’un BTS le salaire n’est pas fou mais correct pour de l’intérim. Les horaires sont de 35h/ semaine. Le 13 eme mois est versé par heure .,4.0,Blois (41),blois,"[1.316402, 47.581246]",1.316402,47.581246,2022
21317,indeed,2022-10-11,"Environnement de travail agréable Très belle expérience professionnelle et humaine, les salariés représentent totalement les valeurs de ""l entreprise"".",4.0,La Rochelle (17),larochelle,"[0.177615, 44.356911]",0.177615,44.356911,2022
21319,indeed,2022-09-30,Entreprise à l'écoute Très bonne entreprise en règle générale.,4.0,Saintes (17),saintes,"[-0.647217, 45.748804]",-0.647217,45.748804,2022
21320,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21322,indeed,2022-09-21,Environnement de travail agréable Superbe boîte avec possibilité de monté en compétence,4.0,Paris 15e (75),parise,"[1.291913, 43.176055]",1.291913,43.176055,2022
21323,indeed,2022-09-14,bon atmosphère bon atmosphère de travail,4.0,Albi (81),albi,"[2.15166, 43.929999]",2.15166,43.929999,2022
21324,indeed,2022-09-12,"Environnement calme et agréable Bon ambiance des collègues sympa.Avantages: CE,primes d'intéressement, très bon condition de travail.",4.0,Vienne (38),vienne,"[1.125303, 45.802269]",1.125303,45.802269,2022
21325,indeed,2022-08-29,"Environnement de travail agréable Entreprise simple mais toujours à l'écoute. Je recommande enedis car du personnel toujours présent pour venir en aide, je recommande.",5.0,Chaumont (52),chaumont,"[5.129315, 48.099428]",5.129315,48.099428,2022
21326,indeed,2022-08-28,"Environnement et équipe sympa Dommage que l’on soit mal rémunéré en intérim, payée à l’heure et récup en RTT 40 h/ semaine pour toucher à peine le smic !",4.0,Valence (26),valence,"[4.923011, 44.921313]",4.923011,44.921313,2022
21327,indeed,2022-08-26,Super en apprentissage Beaucoup d'avantages financiers pour les alternants,5.0,Tours (37),tours,"[0.69472, 47.395476]",0.69472,47.395476,2022
21329,indeed,2022-08-16,"environnement de travail Un environnement de travail très agréable, avec beaucoup d'avantages sociaux..",5.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2022
21330,indeed,2022-08-16,"Bonne expérience Très bonne expérience, juste petit bémol un management déplorable",4.0,Mérignac (33),mrignac,"[-0.354007, 45.831455]",-0.354007,45.831455,2022
21332,indeed,2022-08-10,Fuyez Fuyez le site de Tarbes. Bonne expérience dans un autre site,1.0,Tarbes (65),tarbes,"[0.065776, 43.239085]",0.065776,43.239085,2022
21336,indeed,2022-07-22,Assistante Bon esprit. Entreprise agréable. Prend le temps de former,5.0,53000 Laval,laval,"[-0.772562, 48.061435]",-0.772562,48.061435,2022
21337,indeed,2022-07-21,Déception Aucunes évolutions de carrière possibles. Aucun épanouissement.  Sensation de ne servir à rien et de ne pas être soutenu par les hiérarchies.,1.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2022
21338,indeed,2022-07-12,Très décevant Très déçu par cette entreprise ou nous sommes que des numéros. Beaucoup de favoritisme pour grimper les échelons..,2.0,Montpellier (34),montpellier,"[3.87048, 43.610476]",3.87048,43.610476,2022
21340,indeed,2022-07-10,Très bonne entreprise Très bonne expérience au sein de l’entreprise malgré système de revenu à revoir.,4.0,Orvault (44),orvault,"[-1.86835, 47.625765]",-1.86835,47.625765,2022
21341,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21342,indeed,2022-07-03,"Environnement de travail agréable Reconnaissance, missions stimulantes, évolutions de carrières possible si prêt à bouger",5.0,Metz (57),metz,"[6.194897, 49.108385]",6.194897,49.108385,2022
21343,indeed,2022-06-27,Bien Bonne entreprise hélas beaucoup de travail donner au prestataire ce qui rend le travail moins attractif,4.0,Douai (59),douai,"[3.095098, 50.379346]",3.095098,50.379346,2022
21344,indeed,2022-06-27,Bonne alternance J'ai effectué mon alternance BAC+5 et cela c'est très bien passé,4.0,Rouen (76),rouen,"[1.093912, 49.440044]",1.093912,49.440044,2022
21345,indeed,2022-06-18,An average company It isn't so bad and they respect the employee but it is very competitive,3.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2022
21346,indeed,2022-06-14,"Equipe très sympathique Travail répétitif mais qui n'est pas désagréable.  Equipe très sympa, utilisation de de nombreux contrats courts.  Pas de perspective d'embauche en région Bretagne.",4.0,Brest (29),brest,"[-4.497736, 48.406435]",-4.497736,48.406435,2022
21349,indeed,2022-05-31,"Agréable Bon cadre, beaucoup de congés mais salaire moyen, et bon collègues",5.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2022
21350,indeed,2022-05-31,Travail agréable sauf salaire Télétravail possible,4.0,Reims (51),reims,"[4.055595, 49.250948]",4.055595,49.250948,2022
21351,indeed,2022-05-19,Ancien Alternant technicien clientèle J ai était alternant dans cette entreprise pour la préparation du bac pro électrotechnique,4.0,Bordeaux (33),bordeaux,"[-0.587877, 44.851895]",-0.587877,44.851895,2022
21354,indeed,2022-05-15,"Environnement de travail top Une très belle année au sein d’Enedis Alpes, de belles missions et de beaux projets. CependaNt il est difficile d’y rentrer en tant que communicant et d’y faire carrière.",5.0,Chambéry (73),chambry,"[2.88889, 48.999843]",2.88889,48.999843,2022
21355,indeed,2022-05-14,"Stage Agéable 2 Stages chez Enedis, très satisfait. aucun bémol sauf peut-être un manque de responsabilité donné au stagiaire",5.0,Lyon (69),lyon,"[4.835, 45.758]",4.835,45.758,2022
21356,indeed,2022-05-13,Cadre sympa. Formation employeur de 2 semaines mais peu adaptée au terrain,3.0,Antibes (06),antibes,"[7.103245, 43.582206]",7.103245,43.582206,2022
21357,indeed,2022-05-04,Un esprit d'équipe exceptionnelle Une entreprise où l'entraide et la bienveillance règnent.,5.0,Caudan (56),caudan,"[-2.918721, 48.082717]",-2.918721,48.082717,2022
21359,indeed,2022-04-27,"Environnement de travail agréable Bonne entreprise où il fait bon travailler, bonnes équipes et bonne culture d'entreprise",4.0,Lyon,lyon,"[4.835, 45.758]",4.835,45.758,2022
21360,indeed,2022-04-23,Environnement de travail agréable Bonne ambiance et un bon esprit d'équipe,4.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2022
21361,indeed,2022-04-16,Meilleure expérience J ai adoré faire mes 18mois en contrat d intérim là bas . Mes premiers pas dans le secteur administratif. Une vraie révélation professionnelle et managériale. Où travailler à été un vrai plaisir quotidien.,5.0,Valence (26),valence,"[4.923011, 44.921313]",4.923011,44.921313,2022
21362,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21363,indeed,2022-04-09,Plutot detendu Ne pas se fier au passé de l'entreprise. Elle n'est plus ce qu'elle était,3.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2022
21369,indeed,2022-03-22,Contrat intérim Agréable expérience mais pas de CDI possible à au moment de mon contrat,4.0,Grenoble (38),grenoble,"[5.7243, 45.182081]",5.7243,45.182081,2022
21371,indeed,2022-03-17,Environnement de travail agréable Bon environnement de travail. La formation peut faire peur mais il faut s’accrocher! Sinon le travail est très répétitif,4.0,Épinal (88),pinal,"[5.719126, 45.191209]",5.719126,45.191209,2022
21373,indeed,2022-03-12,A fuir en idf Vous pouvez vous pliez en 4 il vous briseront en 8 et ferons ce qu’il peuvent pour vous radiée sans indemnités. La direction : des voyous avec les usagers à travers leurs salariés. Copinage recommandé avec la direction pour évoluer sinon mange tes cacahuètes. Aucune reconnaissance du travail.,2.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2022
21375,indeed,2022-02-28,Opportunités d'évolution Management très agréable et bienveillant. Beaucoup de reconnaissance et de confiance qui m'ont permis d'évoluer dans l'entreprise même en apprentissage.,5.0,Orléans (45),orlans,"[6.121064, 48.765601]",6.121064,48.765601,2022
21376,indeed,2022-02-26,Excellente entreprise Expérience professionnelle trop courte.,5.0,65000 Tarbes,tarbes,"[0.065776, 43.239085]",0.065776,43.239085,2022
21377,indeed,2022-02-26,"Top Travail dans une equipe soudée, bel enrichissement professionnel.",5.0,Floirac (33),floirac,"[-0.520605, 44.834054]",-0.520605,44.834054,2022
21378,indeed,2022-02-22,"Bonne expérience Très bonne entreprise avec une excellente formation. Travail sans forte pression et qui prône l'autonomie, je conseille vivement.",4.0,Orvault (44),orvault,"[-1.86835, 47.625765]",-1.86835,47.625765,2022
21379,indeed,2022-02-16,"Excellente entreprise à valeurs humaines J'ai réalisé mes deux année de BTS Communication chez Enedis. Mes supérieurs hiérarchiques m'ont parfaitement encadrée. J'ai eu la possibilité de créer mon propre projet d'entreprise et ai été accompagnée et soutenue dans toutes les étapes de la mise en place de mon projet. Mes collègues, bienveillants, ont également été d'une grande écoute et j'ai passé deux années de formation en alternance merveilleuses.",5.0,Lyon (69),lyon,"[4.835, 45.758]",4.835,45.758,2022
21382,indeed,2022-02-07,Bonne expérience Entreprise avec une bonne ambiance et de l'entraide. Rémunération correcte. Tickets resto prisnen charge à 50% par l'entreprise.,4.0,Marignane (13),marignane,"[5.022323, 44.056448]",5.022323,44.056448,2022
21383,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21384,indeed,2022-02-04,"Enedis bientôt à vendre Enedis et comme les avantages, elles fondent comme une glace au soleil... Tout les ans le statut et pointé du doigt. La direction ne fait rien pour sauver l'entreprise",2.0,Maubeuge,maubeuge,"[3.965341, 50.284569]",3.965341,50.284569,2022
21385,indeed,2022-01-23,"Environnement et travail J'ai adoré travailler dans cette entreprise, j'ai appris beaucoup de  chose! J'avais une équipe d'enfer !!!",5.0,Valenciennes (59),valenciennes,"[3.510438, 50.358552]",3.510438,50.358552,2022
21386,indeed,2022-01-17,Environnement de travail agréable Expérience satisfaisante,4.0,Bordeaux (33),bordeaux,"[-0.587877, 44.851895]",-0.587877,44.851895,2022
