,type,date,review,rating,geo,geo_2,coordinate,lon,lat,year
21748,indeed,2017-04-19,travail agréable j'ai pas aimé de travaillé au siège social ERDF car j'ai eu des en nuits avec chef d'équipe qui critiqué ma tenue vestimentaire .,5.0,Amiens (80),amiens,"[2.29248, 49.903034]",2.29248,49.903034,2017
21749,indeed,2017-04-18,Cohésion d'équipe Le travail est très répétitif car il consistait à recueillir des documents administratifs et les traiter.,5.0,Rezé (44),rez,"[-1.552789, 47.17269]",-1.552789,47.17269,2017
21752,indeed,2017-04-09,Une expérience acquise. C'est un travail de routine. le seul changement c'est la zone de travail.,3.0,Marignane (13),marignane,"[5.022323, 44.056448]",5.022323,44.056448,2017
21753,indeed,2017-03-21,"tres bonne sociéte très bonne ambiance, esprit d'équipe.",4.0,Narbonne (11),narbonne,"[0.649303, 47.31119]",0.649303,47.31119,2017
21754,indeed,2017-03-21,Entreprise avec de profondent valeurs Mon parcours chez Enedis a été une véritable réussite. J'ai eu la chance d'avancer avec des personnes aimant  vraiment transmettre tout leur savoir faire avec amour et passion.,5.0,Courcouronnes (91),courcouronnes,"[2.40963, 48.615221]",2.40963,48.615221,2017
21755,indeed,2017-03-21,Arnaqueur Les sous-traitants ne payent pas leurs employés après les 2 mois d'éssai. Ils forment des demandeurs d'emploi qui on aucun diplôme dans l'électricité pour les laissés intervenir sur de la haute tension,1.0,Ulis (91),ulis,"[2.188005, 48.676391]",2.188005,48.676391,2017
21756,indeed,2017-03-09,"mission interim j'ai effectué une mission de 18 mois chez ENEDIS. Relation collègues super, ambiance très bonne.",3.0,Bordeaux (33),bordeaux,"[-0.587877, 44.851895]",-0.587877,44.851895,2017
21757,indeed,2017-03-08,"Environnement de travail agréable Cadre de travail agréable, bonnes prestations sociale.",4.0,Mérignac (33),mrignac,"[-0.354007, 45.831455]",-0.354007,45.831455,2017
21759,indeed,2017-02-28,Environnement agreable Le poste d'agent administratif est complet et dynamique.,5.0,Brest (29),brest,"[-4.497736, 48.406435]",-4.497736,48.406435,2017
21760,indeed,2017-02-25,"Bonne ambiance Très bonne ambiance au  sein de l'entreprise, bonne motivation pour travailler et apprendre",5.0,Avranches (50),avranches,"[-1.345577, 48.675387]",-1.345577,48.675387,2017
21761,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21762,indeed,2017-02-24,"Bonne entreprise Une bonne experience, sans posibilité d'embauche.",4.0,Saint-Étienne (42),sainttienne,"[2.77011, 49.306354]",2.77011,49.306354,2017
21763,indeed,2017-02-22,"environnement de travail Ce poste m'a permis de développer de nouvelle compétence, l'écoute client et le travail d'équipe",5.0,Pantin (93),pantin,"[2.409457, 48.900267]",2.409457,48.900267,2017
21764,indeed,2017-02-20,"erdf  alternance ensemble très bien, les collègues peut enthousiaste de travailler avec des apprenties pour certain",5.0,Lambersart (59),lambersart,"[3.024594, 50.652842]",3.024594,50.652842,2017
21767,indeed,2017-02-06,très bien très bien telekom c est une entreprise internationale grace a cette entreprise j ai acquis beaucoup d experiences,5.0,"Bonn, DE",bonnde,"[-0.1196, 44.93793]",-0.1196,44.93793,2017
21768,indeed,2017-02-02,"Tâches très polyvalente Mon poste actuel est très intéressante, je suis polyvalente et je suis le centre de l'entreprise.",5.0,Lyon (69),lyon,"[4.835, 45.758]",4.835,45.758,2017
21769,indeed,2017-01-30,Environnement agréable Ne porte pas d'avis spécifique misa à part que les collaborateurs étaient agréable,4.0,Paris,paris,"[2.347, 48.859]",2.347,48.859,2017
21770,indeed,2017-01-30,esprit d'équipe favorable Les journées sont répétitives.,3.0,Avignon (84),avignon,"[-1.759717, 48.390709]",-1.759717,48.390709,2017
21772,indeed,2017-01-27,"Travail apprecie Travail en service continu, management, travail seul et en equipe",4.0,Annecy (74),annecy,"[6.125316, 45.901548]",6.125316,45.901548,2017
21774,indeed,2017-01-25,"Travail répétitif Le plus dur sur ce poste est de faire toujours les mêmes taches, le plus agréable ce sont les collègues qui sont solidaires les uns des autres, la manager est très à l'écoute de vos idées en matière d'amélioration de la qualité de travail aucune opportunités de développement pour mon poste n'as pu m'être offerte (intérim) pas de possibilité d'embauche sur du long terme",3.0,Toulon (83),toulon,"[5.933457, 43.136385]",5.933457,43.136385,2017
21775,indeed,2017-01-23,management non formé et formation par les agents Mission intérim : beaucoup de personnel intérimaire dans le service,3.0,Rochefort (17),rochefort,"[1.568976, 43.217692]",1.568976,43.217692,2017
21776,indeed,2017-01-20,Environnement très agréable Journée de travail type: 08H00- 16H00 avec 1H00 de pause repas,3.0,Marignane (13),marignane,"[5.022323, 44.056448]",5.022323,44.056448,2017
21778,indeed,2017-01-12,metier tres agreable Très bonne expérience.,5.0,Valence (26),valence,"[4.923011, 44.921313]",4.923011,44.921313,2017
21779,indeed,2017-01-04,"opportunités de développement le sens du service et un travail de qualité, c'est un groupe où l'on",5.0,Marignane (13),marignane,"[5.022323, 44.056448]",5.022323,44.056448,2017
21782,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21784,indeed,2016-12-25,Environnement agréable L'ambiance est agréable et la Direction contribue au bien-être des salariés.,4.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2016
21785,indeed,2016-12-20,"Téléconseillère Travail très intéressant, équipe très dynamique, constituée de personnels d'âges différents, tous forts sympathiques, du plus bas au plus haut de l'échelle, aucune critique négative à apporter. Mission intérim très enrichissante et très agréable !",5.0,Foix,foix,"[1.607355, 42.968777]",1.607355,42.968777,2016
21788,indeed,2016-11-16,assistante poste ne me convenait pas,3.0,Caen (14),caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2016
21789,indeed,2016-11-02,"Technicien à Enedis Les journées commencent tôt, sont intenses afin de garantir la stabilité et la qualité des réseaux électriques.",4.0,Lyon (69),lyon,"[4.835, 45.758]",4.835,45.758,2016
21791,indeed,2016-10-03,Avis erdf Beaucoup de choses à revoir notamment sur l'organisation.,2.0,Saint-Denis (93),saintdenis,"[-1.460324, 48.752988]",-1.460324,48.752988,2016
21793,indeed,2016-09-29,Entreprise agréable Entreprise très conviviale .,4.0,Valenciennes (59),valenciennes,"[3.510438, 50.358552]",3.510438,50.358552,2016
21794,indeed,2016-09-26,Environnement de travail agréable Environnement de travail agréable,3.0,Grenoble (38),grenoble,"[5.7243, 45.182081]",5.7243,45.182081,2016
21797,indeed,2016-09-08,Environnement de travail agréable Horaires de travail satisfaisant,4.0,Douai (59),douai,"[3.095098, 50.379346]",3.095098,50.379346,2016
21799,indeed,2016-08-26,Tres bien Tres bien car les taches sont varier ainsi tres interressante,3.0,Montmagny (95),montmagny,"[2.347039, 48.967674]",2.347039,48.967674,2016
21802,indeed,2016-08-19,Travailler à ERDF - Journées de travail typique : 09 heures - 17 heures (Journées Continues),5.0,Marignane (13),marignane,"[5.022323, 44.056448]",5.022323,44.056448,2016
21803,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21805,indeed,2016-06-20,"travail agréable environement aussi bon travail, j'ai aimé ça mais le problème était le logement que je n'ai pu trouver sur montpellier",4.0,Perpignan (66),perpignan,"[2.902687, 42.70298]",2.902687,42.70298,2016
21808,indeed,2016-06-15,"Bonne entreprise mais manque d'organisation En comptant mon apprentissage, je travail chez ERDF depuis environ 4 ans. Une entreprise dynamique, des emplois variés et des avantages sympas.",3.0,Annemasse (74),annemasse,"[6.243413, 46.189665]",6.243413,46.189665,2016
21809,indeed,2016-06-15,travail très intéressant nouveau marché sur la flexibilité de l'énergie sur différents mécanismes,4.0,Laval (53),laval,"[-0.772562, 48.061435]",-0.772562,48.061435,2016
21810,indeed,2016-06-13,"Bon environnement Bonnes relations avec la hiérarchie, les bureaux sont assez grands, et les collègues agrables.",5.0,Douai (59),douai,"[3.095098, 50.379346]",3.095098,50.379346,2016
21811,indeed,2016-06-10,Entreprise qui change ERDF est une entreprise qui change et cela à un prix,3.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2016
21812,indeed,2016-06-08,"v une entreprise agréable malgré la mauvaise politique de recrutement     , ce qui entraîne une tension au sein de certains services",3.0,Nice (06),nice,"[7.250987, 43.713012]",7.250987,43.713012,2016
21813,indeed,2016-06-06,Bien Bonne ambiance,4.0,Douai (59),douai,"[3.095098, 50.379346]",3.095098,50.379346,2016
21814,indeed,2016-06-02,très bonne expérience Une mission d'interim qui est passée trop vite.,5.0,Nîmes (30),nmes,"[4.936431, 45.691355]",4.936431,45.691355,2016
21815,indeed,2016-05-31,"Bon environnement Bon environnement au sein de l'entreprise, bonne ambiance au sein du groupe.",5.0,Castres (81),castres,"[2.240055, 43.609339]",2.240055,43.609339,2016
21816,indeed,2016-05-31,Erdf bonne expérience,4.0,Rennes (35),rennes,"[-1.68365, 48.110899]",-1.68365,48.110899,2016
21819,indeed,2016-05-20,tres bonne ambience de travail développer mes compétence,5.0,Toulouse (31),toulouse,"[1.433805, 43.604082]",1.433805,43.604082,2016
21820,indeed,2016-05-20,travail d équipe très agreable très bonne ambiance de travail,5.0,Toulouse (31),toulouse,"[1.433805, 43.604082]",1.433805,43.604082,2016
21821,indeed,2016-05-19,Moyen Taches intéressantes mais environnement de travail particulier.,3.0,Toulouse (31),toulouse,"[1.433805, 43.604082]",1.433805,43.604082,2016
21822,indeed,2016-05-18,"Entreprise très conviviale J'ai eu la chance de travailler dans une équipe superbe, agréable où tout le monde s'aider dès qu'une collègue rencontrait un soucis.",4.0,Béthune (62),bthune,"[4.712138, 44.712355]",4.712138,44.712355,2016
21823,indeed,2016-05-12,Environnement agréable Très bon environnement pour les alternants. Réel accompagnements et possibilité d'une grande autonomie si l'alternant le permet,4.0,La Madeleine (59),lamadeleine,"[6.913674, 47.760852]",6.913674,47.760852,2016
21824,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21827,indeed,2016-04-21,environnement agréable L'aspect le plus agréable est l'autonomie du chargé d'affaire et l'aspect difficile du poste et géré les situation difficile sur les chantiers.,4.0,Tours (37),tours,"[0.69472, 47.395476]",0.69472,47.395476,2016
21828,indeed,2016-04-13,"Techniquement interessant Une bonne connaissance de l'électrotechnique est conseillé, on en apprend tous les jours ce qui fait de ce job une expérience très intéressante.",4.0,Marseille (13),marseille,"[5.405, 43.282]",5.405,43.282,2016
21829,indeed,2016-04-13,Erdf Apprenti au sein de l'agence de comptage et de mesure électrique,3.0,Thionville (57),thionville,"[6.150553, 49.370617]",6.150553,49.370617,2016
21832,indeed,2016-03-24,"très agréable Très bonne entreprise, bonne expérience dans l'ensemble. De plus j'ai eu une rémunération attractive. Des horaires convenables, une équipe à l'écoute.",5.0,Chambéry (73),chambry,"[2.88889, 48.999843]",2.88889,48.999843,2016
21833,indeed,2016-03-22,Environnement de travail agréable Environnement de travail agréable et permet d'ajouter ma connaissance dans le SI et mes compétences en gestion de projets,4.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2016
21834,indeed,2016-03-18,"environnement de travail agréable travail soumis aux intempéries, astreintes contraignantes",3.0,Chartres (28),chartres,"[1.502286, 48.446525]",1.502286,48.446525,2016
21835,indeed,2016-03-13,Bonne expérience mais stressante Prise d'appels de particuliers: 3 mn par appel.,4.0,Hyères (83),hyres,"[0.636156, 48.962585]",0.636156,48.962585,2016
21836,indeed,2016-03-08,"excellente experience professionnalisme et convivialité au rendez-vous, sérieuse équipe dans un excellent management.",5.0,Nîmes (30),nmes,"[4.936431, 45.691355]",4.936431,45.691355,2016
21837,indeed,2016-02-23,"Expérience intéressante Expérience très intéressante, rigueur, polyvalence et capacité de travailler en équipe sont nécessaire,  Environnement de travail agréable.",5.0,Marseille (13),marseille,"[5.405, 43.282]",5.405,43.282,2016
21838,indeed,2016-02-16,boone ambiance 2h d appel entrant et dossier client a traiter avec logiciel sur ordinateur,3.0,Le Mans (72),lemans,"[-2.911163, 48.525144]",-2.911163,48.525144,2016
21839,indeed,2016-02-13,"Expérience inoubliable J'ai effectuée 2 missions au sein d'ERDF Montpellier au sein du service ""CPC"". J'ai appris énormément autant professionnellement que personnellement parlant. L'encadrement est génial, très pédagogue et très à l'écoute. Mes collègues m'ont très bien accueilli et m'ont beaucoup appris sur le métier. J'ai été immédiatement intégré à l'équipe alors que je n'étais qu’intérimaire.",5.0,Montpellier (34),montpellier,"[3.87048, 43.610476]",3.87048,43.610476,2016
